stock_number,brand,model,sub_type,horse_power,gear_type,fuel_type,mileage,build_year,co2_emission,expected_sales_price,sold_price
XL41947,Ford,EcoSport,1.0 EcoBoost,125,Automatic,Benzin,20714,2018,140,17999,17699.0
CY72974,Toyota,Verso,1.6 D-4D,110,Manual,Diesel,122373,2014,119,12990,12699.0
TC97477,Volkswagen,Scirocco,2.0 TSI BlueMotion,180,Manual,Benzin,60267,2017,142,21499,21099.0
AF33703,Seat,Leon,1.5 TSI,150,Manual,Benzin,51277,2019,120,19700,19899.0
HP71775,Peugeot,2008,1.2 e-THP,131,Manual,Benzin,7456,2020,127,24900,23799.0
DN26226,Citroen,C-Elysée,PureTech ,82,Manual,Benzin,12945,2017,110,10900,10899.0
SJ78322,Citroen,C4 Grand Picasso,1.6 Blue-HDi,120,Manual,Diesel,70539,2015,105,15350,15399.0
SE32889,Nissan,Micra,1.2 IGT,80,Manual,Benzin,89882,2017,115,9499,9499.0
UF88850,Citroen,C-Elysée,VTi 70cv,72,Manual,Benzin,90173,2013,119,8300,8199.0
RU71923,Toyota,Yaris,1.5 Hybrid,116,Automatic,Other,27622,2021,87,21599,21599.0
SL61491,Seat,Arona,1.0 TSI,116,Manual,Benzin,12958,2021,120,22400,20499.0
AH41561,Citroen,Berlingo,Multispace ,100,Manual,Diesel,132259,2016,113,13990,13999.0
UC86932,Toyota,C-HR,1.8 125H Advance,122,Automatic,Other,7080,2019,86,23999,23999.0
FC55565,Smart,fortwo,0.9 Cabrio,85,Automatic,Benzin,41438,2012,120,8599,8599.0
GV23208,Mitsubishi,Outlander,2.2 DID,150,Manual,Diesel,125191,2017,130,19799,19799.0
PY80708,MINI,Countryman,Cooper,122,Manual,Benzin,105614,2011,140,13199,13199.0
VT47947,Fiat,500,1.2,70,Manual,Benzin,84678,2015,117,9999,9999.0
YW68192,Ford,Focus,1.6 TDCi,115,Manual,Diesel,104514,2014,117,9990,9999.0
WX26056,Citroen,C3 Aircross,1.2 Puretech ,130,Manual,Benzin,24079,2019,119,19700,17499.0
MZ33424,Nissan,Pulsar,1.2 DIGT,115,Automatic,Benzin,95801,2015,119,12999,12599.0
TP81912,Toyota,Yaris,1.3 VVTi,100,Manual,Benzin,61005,2010,120,7499,7499.0
HV17124,Opel,Astra GTC,1.4 Turbo,140,Manual,Benzin,45748,2017,144,15999,15999.0
ML47500,Opel,Insignia,2.0 CDTI ecoFLEX 120,120,Manual,Diesel,110869,2015,98,11499,11199.0
SY18815,Opel,Mokka X,1.2 Turbo,131,Manual,Benzin,11647,2021,126,23999,23999.0
PM46796,Opel,Corsa,1.4,100,Manual,Benzin,43289,2014,120,8999,8999.0
JX93935,Seat,Ateca,1.4 TSI S&S,150,Manual,Benzin,22853,2017,123,21999,21799.0
YW47506,Renault,Captur,1.5 dCi Energy,90,Manual,Diesel,75316,2015,95,13925,12999.0
RB09605,Hyundai,i10,1.2,87,Automatic,Benzin,29096,2016,139,10699,10699.0
WL45675,Opel,Corsa,1.5 CDTI,102,Manual,Diesel,20790,2020,85,17200,17199.0
LB20877,Renault,Clio,1.5 dCi,88,Manual,Diesel,150932,2011,,6499,6499.0
FL55413,Smart,forfour,0.9 ,90,Automatic,Benzin,68818,2016,98,11990,11999.0
LB14738,Peugeot,3008,2.0 Blue-HDi,180,Automatic,Diesel,25479,2018,129,30299,30299.0
FX41573,Citroen,Berlingo,1.6 Blue-HDi,100,Manual,Diesel,31785,2017,113,16490,16199.0
HX98855,Toyota,Verso,2.2 150 AutoDrive,150,Automatic,Diesel,115294,2013,169,12499,12499.0
SM05335,Renault,Clio,0.9 Energy,90,Manual,Benzin,21381,2019,114,14799,14799.0
PY09028,Peugeot,2008,Allure,110,Automatic,Benzin,73983,2016,110,14999,14999.0
TA64266,Citroen,Berlingo,1.6 Blue-HDi,100,Manual,Diesel,62075,2017,113,16908,16199.0
DF52260,Ford,Ka+,1.2 Ti-VCT,85,Manual,Benzin,49254,2018,114,11490,10799.0
NZ02320,Volvo,V 40,1.6 D2,115,Manual,Diesel,72325,2015,88,13500,14399.0
SD77571,Seat,Ibiza,1.0 TSI,116,Duplex,Benzin,55385,2019,112,18999,18999.0
PR77208,Citroen,C4,1.2 PureTech,110,Manual,Benzin,53812,2015,115,11499,11499.0
EZ42363,Citroen,C4 Picasso,1.6 Blue-HDi,120,Manual,Diesel,97757,2016,100,13999,13999.0
KV18833,Nissan,Qashqai,1.5 dCi,116,Manual,Diesel,28553,2019,130,22823,20099.0
TG76857,Ford,Focus,1.0 EcoBoost,125,Manual,Other,10130,2021,120,20900,20899.0
JV41758,Toyota,Yaris,1.0 VVT-i,70,Manual,Benzin,26208,2017,99,12490,11399.0
RP50892,Hyundai,Tucson,2.0 CRDi,135,Manual,Diesel,56355,2017,127,22500,20899.0
YJ64234,Opel,Grandland X,1.6 Turbo,181,Automatic,Benzin,14136,2019,132,27500,25399.0
SU06951,Hyundai,Tucson,1.6,132,Manual,Benzin,10339,2019,158,19909,19499.0
ED85716,Renault,Clio,0.9 Energy,90,Manual,Benzin,7567,2018,114,13690,13299.0
WF17323,Volkswagen,Scirocco,1.4 TSI,122,Manual,Benzin,97209,2011,149,12350,12099.0
BV97035,Peugeot,208,1.2 PureTech,82,Manual,Benzin,86876,2016,104,9999,9999.0
PA51352,Ford,EcoSport,1.5 TDCi,95,Manual,Diesel,50639,2017,115,15000,14099.0
JF22127,Peugeot,508,1.6 Blue-HDi,120,Manual,Diesel,120170,2017,99,13799,13799.0
MV45723,Seat,Leon,1.4 TSI,125,Manual,Benzin,90703,2016,120,14799,14299.0
MP47780,Ford,Tourneo,1.5 TDCi,75,Manual,Diesel,33672,2015,104,13999,13999.0
XA90562,Volkswagen,Polo,1.6 TDI,105,Manual,Diesel,146654,2011,109,8590,8599.0
FE47215,Peugeot,208,1.2 PureTech,82,Manual,Benzin,37595,2018,109,11900,11899.0
AF23047,BMW,1er,118d,150,Manual,Diesel,69115,2016,114,19590,19299.0
CS76133,Renault,Twingo,1.2,75,Manual,Benzin,29999,2012,119,6999,6999.0
ET13244,Volkswagen,Scirocco,2.0 TDI 110kw 150cv ,150,Automatic,Diesel,66662,2017,120,21990,21599.0
XK68028,Citroen,C4 Grand Picasso,PureTech SS,130,Automatic,Benzin,139618,2016,115,16999,16999.0
AD61903,Hyundai,i30,1.4 TGDI,140,Manual,Benzin,49785,2017,114,16750,15699.0
VG08022,Mercedes-Benz,A-Klasse,A 200 ,135,Automatic,Diesel,70025,2018,103,25000,24599.0
UF20656,Smart,fortwo,0.9 Coupe,90,Automatic,Benzin,37935,2018,115,14700,14699.0
TB47901,Hyundai,Tucson,1.6 GDi,132,Manual,Benzin,34980,2018,147,19499,19199.0
DR73451,Toyota,Yaris,1.5 Hybrid,75,Automatic,Other,66469,2017,82,15199,14699.0
ZE22760,Renault,Twingo,1.0 SCe,70,Manual,Benzin,36367,2018,95,11250,10699.0
RS00456,Toyota,Yaris,1.5 Hybrid,75,Automatic,Other,100409,2018,89,14990,14799.0
SV17687,Mercedes-Benz,Citan,111 CDI,116,Manual,Diesel,46676,2020,121,20499,20499.0
SY95173,Mazda,CX-3,2.0 Skyactiv G Zenith,121,Automatic,Benzin,29620,2018,140,20900,20499.0
VV48950,Citroen,C3 Aircross,1.2 e-THP,110,Manual,Benzin,14112,2020,135,18520,17599.0
EY03840,Honda,Civic,1.6 DTEC,120,Manual,Diesel,154036,2013,98,10999,10999.0
XE16900,Volkswagen,Golf VI,Advance  1.6 TDI,105,Manual,Diesel,115059,2012,107,11999,11699.0
NK52846,Volkswagen,T-Roc,Advance,150,Manual,Benzin,10967,2021,144,27499,27299.0
MY15463,Renault,Megane,Life dCi,95,Manual,Diesel,70424,2014,106,10499,10499.0
AN29670,Citroen,Berlingo,1.2 e-THP,110,Manual,Benzin,50618,2017,119,16899,16899.0
UP02178,Ford,Kuga,1.5 EcoBoost,120,Manual,Benzin,25735,2019,157,22500,20899.0
VJ31947,BMW,2er,218d,150,Automatic,Diesel,125080,2015,108,19700,19499.0
AE31670,Peugeot,2008,1.6 Blue-HDi,100,Manual,Diesel,149452,2017,97,12999,12999.0
FZ01864,Dacia,Duster,1.2 TCe,125,Manual,Benzin,29508,2015,138,13400,12699.0
SL40420,Audi,A1,1.4 TFSI Sportback,125,Manual,Benzin,107355,2016,119,16150,15299.0
EV80679,Volkswagen,Polo,1.4 TDI,75,Manual,Diesel,42068,2017,97,12999,12799.0
DX61657,Kia,cee'd,1.5 MHEV,160,Automatic,Other,18656,2021,130,24499,24499.0
GM64524,Dacia,Lodgy,1.5 dCi Diesel,90,Manual,Diesel,118391,2013,109,8890,8899.0
AK23173,Fiat,500L,1.4,95,Manual,Benzin,46308,2017,143,13750,13799.0
PF98265,Renault,Grand Scenic,1.6 dCi Energy,130,Manual,Diesel,139312,2018,119,18899,18599.0
NT61867,Citroen,C5,2.0 HDi  140,140,Manual,Diesel,135795,2014,130,10000,9999.0
RV54752,Volkswagen,Tiguan,2.0 TDI,150,Manual,Diesel,98903,2018,123,25999,25999.0
PU29168,Skoda,Fabia,1.0 TSI,95,Manual,Benzin,22711,2017,101,12300,12399.0
RE54244,Seat,Leon,1.2 TSI,110,Manual,Benzin,101492,2016,114,13699,13699.0
EK99877,Kia,Picanto,1.0,67,Manual,Benzin,11883,2020,98,11999,11999.0
MC94093,Skoda,Scala,1.5 TSI,150,Manual,Benzin,10501,2020,112,21990,19999.0
VA46716,Audi,A1,1.2 TFSI,85,Manual,Benzin,55320,2013,118,12900,12899.0
PW32996,Suzuki,Swift,1.0 BoosterJet SHVS,110,Manual,Other,43121,2019,98,14999,14799.0
AD44232,Citroen,Berlingo,Multispace 20 Aniversario ,99,Manual,Diesel,111388,2016,113,16599,15899.0
AV00624,Fiat,500,1.2,70,Automatic,Benzin,24216,2019,120,12000,13899.0
KM09403,Toyota,C-HR,1.8 Hybrid,122,Automatic,Other,39226,2019,86,24199,24199.0
PV46040,Toyota,RAV 4,2.5 Hybrid,218,Automatic,Other,49988,2018,105,35000,34399.0
VN59928,Ford,Focus,1.0 EcoBoost,125,Manual,Benzin,58731,2015,108,11799,11799.0
WM45482,Toyota,Auris,1.2 Turbo,115,Manual,Benzin,61607,2017,112,14000,13999.0
FY18234,Volkswagen,Tiguan,2.0 TDI,110,Manual,Diesel,95351,2015,130,16990,16699.0
TB48132,Toyota,Auris,120D,125,Manual,Diesel,98221,2015,112,12490,11499.0
WN08194,Seat,Leon,1.4 TSI ACT,150,Manual,Benzin,37955,2018,114,19590,17899.0
SD84135,Smart,fortwo,1.0,70,Semi-Automatic,Benzin,62942,2013,98,6990,6999.0
ST72104,Toyota,Yaris,1.5 Dual VVT-iE,110,Manual,Benzin,58548,2017,109,12499,12299.0
EU02973,Opel,Insignia,2.0 CDTI EcoFlex,140,Manual,Diesel,94526,2015,104,12299,12099.0
WU78045,Toyota,Yaris,1.0 ,70,Manual,Benzin,11375,2018,99,12550,12599.0
HN44452,Citroen,C4 Grand Picasso,1.2 e-THP,130,Manual,Benzin,108360,2016,115,13100,13499.0
LF72121,Kia,cee'd,1.4 CVVT,100,Manual,Benzin,13645,2016,138,11299,11299.0
DD57810,Seat,Leon,2.0 TDI,150,Manual,Diesel,112465,2014,106,13790,13799.0
DL89206,Skoda,Fabia,1.0 MPI 55kw 75cv ,75,Manual,Benzin,8264,2018,111,12499,12499.0
NE51685,Kia,Stonic,1.6 CRDi,110,Manual,Diesel,53863,2018,109,18350,17399.0
UB54953,Toyota,C-HR,1.8 Hybrid,122,Automatic,Other,40753,2018,86,22850,21399.0
SR60798,Volkswagen,T-Roc,1.0 TSI,115,Manual,Benzin,21862,2019,119,22720,21499.0
TS41559,Hyundai,Santa Fe,2.2 CRDi,200,Manual,Diesel,46488,2017,159,23900,24399.0
WM59481,Citroen,C4,1.4 VTi,95,Manual,Benzin,52901,2011,140,8190,8199.0
SH64417,Hyundai,Tucson,1.6,132,Manual,Benzin,59403,2019,162,19700,19699.0
WL97403,Volvo,XC 40,1.5,155,Manual,Benzin,51166,2018,146,27999,27299.0
RE05043,Peugeot,508,SW Active,150,Manual,Diesel,110701,2015,102,12395,12399.0
CV91221,Jaguar,XE,2.0 AJ200,180,Automatic,Diesel,90661,2015,109,18250,18299.0
VD04365,Opel,Corsa,1.3 CDTI,95,Manual,Diesel,41478,2017,108,12150,10899.0
GY62938,BMW,X3,xDrive 20d,190,Automatic,Diesel,37800,2019,144,42370,42699.0
TA49147,Fiat,500,1.2,70,Manual,Benzin,3037,2017,115,12250,11499.0
GC55016,Toyota,AYGO,1.0 70,70,Manual,Benzin,42779,2018,95,11999,11699.0
NZ94201,Volkswagen,Tiguan,2.0 TDI T1 BlueMotion,110,Manual,Diesel,83206,2014,138,16850,16299.0
RG39854,Hyundai,i20 Active,1.2 TDGI,83,Manual,Benzin,40556,2017,112,12950,11099.0
SJ70891,Land Rover,Evoque,2.0L TD4,150,Automatic,Diesel,117722,2017,134,26990,26399.0
EU26313,Seat,Alhambra,2.0 TDI,150,Manual,Diesel,91485,2016,132,23210,22399.0
UH84551,Citroen,C3,PureTech 50  68,68,Manual,Benzin,71988,2018,113,12999,11899.0
LK19704,Peugeot,2008,1.6 BlueHDi 100,100,Manual,Diesel,111069,2015,95,11799,11599.0
BR23758,Seat,Ibiza,1.0 EcoTSI,115,Manual,Benzin,73572,2017,108,15499,13599.0
JW29089,Citroen,C1,1.0 VTi,72,Manual,Benzin,21941,2018,93,11999,11999.0
RL91669,Peugeot,308,2.0 Blue-HDi,180,Automatic,Diesel,43924,2016,103,19276,18699.0
XN54174,Peugeot,208,1.2L PureTech,82,Manual,Benzin,87681,2015,104,9499,9299.0
XG94737,Renault,Clio,0.9 TCe,90,Manual,Benzin,141213,2013,105,8990,8399.0
TJ48152,Audi,A1,1.6 TDI,105,Manual,Diesel,78779,2010,103,11999,11999.0
LB90672,Opel,Corsa,1.4,90,Manual,Benzin,17125,2017,120,10690,10699.0
AZ75659,Hyundai,Tucson,1.6 TGDi,132,Manual,Benzin,37717,2017,147,18990,18699.0
BZ85931,Opel,Adam,1.4 XEL ,87,Manual,Benzin,37421,2017,119,11699,11299.0
AN15547,Kia,Rio,1.4 CRDi 66kw 90cv,90,Manual,Diesel,76719,2018,96,13200,13199.0
JM10672,Ford,Kuga,2.0 TDCi,180,Semi-Automatic,Diesel,59995,2016,134,24000,21399.0
YM82703,Peugeot,308,1.6 ,272,Manual,Benzin,24677,2018,139,25000,24599.0
XR89634,Citroen,Berlingo,1.5 Blue-HDi Talla M,102,Manual,Diesel,92963,2018,114,19590,18599.0
TL28522,Peugeot,Partner,TEPEE Adventure Ed,100,Manual,Diesel,87755,2018,113,16490,16499.0
HR74858,Ford,B-Max,1.0 EcoBoost,100,Manual,Benzin,119340,2013,119,9790,8899.0
FS72671,Seat,Toledo,1.0 TSI,110,Manual,Benzin,50414,2018,108,13150,12799.0
UF09403,Hyundai,Kona,1.0 TGDI,120,Manual,Benzin,45030,2020,120,17650,17099.0
SP21450,MINI,Countryman,Cooper,135,Automatic,Benzin,43517,2018,126,24238,23999.0
RV54650,Kia,Rio,1.2,85,Manual,Benzin,36571,2016,109,11000,10999.0
ND87414,Fiat,Tipo,1.4 TJet 16v,120,Manual,Other,90532,2018,136,13499,13199.0
DH36255,BMW,1er,118i,135,Automatic,Benzin,71703,2018,122,21799,21499.0
AW33505,Toyota,Yaris,1.5 Hybrid,75,Automatic,Other,43247,2018,89,16499,16499.0
LH35035,Seat,Ibiza,1.0 TSI,95,Manual,Benzin,63044,2015,101,11499,11499.0
GY74763,Ford,C-Max,1.0 EcoBoost,125,Manual,Benzin,113132,2016,117,13199,13199.0
LT47556,Toyota,Auris Touring Sports,1.2 120T,115,Manual,Benzin,55390,2016,112,14100,14099.0
TA25574,Hyundai,i20,1.4 CRDi,90,Manual,Diesel,76287,2017,106,12490,12699.0
KS78575,Citroen,C5 Aircross,PureTech,131,Manual,Benzin,33193,2019,119,23499,23499.0
AZ19370,Mazda,CX-3,2.0 G 89kw 121cv,121,Manual,Benzin,27660,2018,141,19850,19599.0
RL78903,Hyundai,Tucson,1.6 Klass ,132,Manual,Benzin,61425,2019,157,19990,19399.0
HC56976,Smart,fortwo,Coupe,70,Automatic,Benzin,51432,2014,98,9150,9199.0
EN00423,Skoda,Octavia,2.0 TSI,220,Automatic,Benzin,100279,2016,146,21999,21999.0
NB54134,Kia,Carens,1.6 GDI,135,Manual,Benzin,30724,2018,150,15799,15799.0
AZ32586,Citroen,C4 Cactus,1.6 Blue-HDi,100,Automatic,Diesel,60367,2016,89,13000,13899.0
MF71035,Toyota,Yaris,1.5 Hybrid,75,Automatic,Other,78084,2015,75,13500,13299.0
HR25833,Seat,Leon,SP 1.5 eTSI 110kw  DSG SS,150,Duplex,Other,17376,2021,134,25990,25699.0
DE90869,Mercedes-Benz,B-Klasse,B 200 CDI,135,Automatic,Diesel,52336,2018,145,24190,24199.0
GW91873,Jeep,Compass,1.4 M-Air,170,Automatic,Benzin,24296,2018,160,26999,26999.0
HD07817,Peugeot,Rifter,1.2 PureTech EAT8,131,Automatic,Benzin,27848,2021,161,30999,30999.0
CT61398,Peugeot,Rifter,1.5 Blue-HDi,131,Manual,Diesel,23924,2021,140,27999,27999.0
AX36108,Audi,A1,1.0 TFSI,95,Manual,Benzin,14484,2018,116,18449,16999.0
LP34760,Hyundai,ix35,1.6,135,Manual,Benzin,37840,2014,158,13500,12999.0
BE55948,Renault,Clio,1.2 75 5p eco2,75,Manual,Benzin,119058,2011,135,6099,6099.0
AT35078,Seat,Ibiza,1.0,75,Manual,Benzin,34641,2018,112,12499,12499.0
VC27585,Dacia,Duster,1.2 TCe,125,Manual,Benzin,49526,2017,138,14200,14199.0
SZ90380,Nissan,X-Trail,1.7 dCi,150,Manual,Diesel,28547,2019,137,28084,25899.0
MJ92230,Peugeot,3008,1.2 e-THP,130,Manual,Benzin,6429,2019,118,25900,24599.0
AJ36407,Nissan,Qashqai,1.2 DIGT SS,115,Manual,Benzin,16903,2018,129,20490,18999.0
FN64811,Ford,Kuga,1.5 EcoBoost,150,Manual,Benzin,31804,2018,143,21999,21299.0
KA01934,Dacia,Lodgy,1.5 Blue dCi,116,Manual,Diesel,32168,2018,113,15999,15999.0
RW31821,Toyota,C-HR,1.8 Hybrid,122,Automatic,Other,48918,2020,86,25450,23499.0
EB92800,Skoda,Octavia,1.5 TSI Combi,150,Manual,Benzin,64925,2019,124,19590,18799.0
WY05027,Peugeot,3008,1.2 PureTech ,130,Automatic,Benzin,50915,2019,120,26299,26299.0
XR73461,Citroen,C3 Aircross,1.2 PureTech,110,Manual,Benzin,22529,2018,109,16699,15299.0
FC92865,Chevrolet,Aveo,1.2 16v,85,Manual,Benzin,76653,2010,132,4400,4399.0
CV92899,Kia,XCeed,1.6 CRDi,116,Manual,Diesel,41669,2020,113,21799,21099.0
UG34290,Peugeot,Rifter,GT Long,131,Manual,Diesel,19900,2021,143,30999,30999.0
PL48546,Peugeot,308,1.6 Blue-HDi,100,Manual,Diesel,42998,2016,94,13899,13899.0
MD76510,Kia,cee'd,1.4,100,Manual,Benzin,36667,2019,145,16890,16899.0
MT49796,Citroen,C5 Aircross,1.5 Blue-HDi,131,Automatic,Diesel,32564,2018,106,26990,24999.0
DX88827,Kia,cee'd,1.6 CRDi,135,Manual,Diesel,110919,2016,102,13299,12899.0
GT93237,Ford,Focus,1.0 EcoBoost,100,Manual,Benzin,127082,2012,109,8499,8299.0
ZU51037,Opel,Insignia,1.6 CDTI,135,Manual,Diesel,60299,2018,118,18990,18499.0
EJ75826,Mercedes-Benz,GLA-Klasse,GLA 180,122,Automatic,Benzin,42438,2018,135,28990,26999.0
RW83665,Toyota,Auris,1.2 120T,115,Manual,Benzin,64215,2017,112,13999,13599.0
UF40411,Volkswagen,Golf VII,1.4 TSI,150,Manual,Benzin,56674,2016,112,20770,19699.0
HF85218,Audi,Q2,30 TFSI,116,Manual,Benzin,16519,2019,119,27490,26199.0
EL89349,Smart,fortwo,Mhd  Passion,70,Automatic,Benzin,43173,2010,105,7499,7499.0
BT75490,Citroen,C4 Spacetourer,1.5 Blue-HDi,131,Manual,Diesel,43061,2019,106,19990,19999.0
SF68293,Renault,Clio,1.5 Blue dCi,86,Manual,Diesel,27268,2020,94,16990,16399.0
UY34713,Skoda,Fabia,1.2 TSI,70,Manual,Benzin,89164,2013,128,7699,7499.0
BG44960,Hyundai,i30,1.4 TGDI,140,Manual,Benzin,43837,2017,114,17000,15499.0
KX42788,Renault,Clio,1.6 E-Tech Hybrid,140,Automatic,Other,29979,2020,100,21750,21799.0
RV65493,Kia,cee'd,1.6 CRDi,128,Manual,Diesel,124927,2015,100,12499,12499.0
WG93818,Citroen,C3,1.2 PureTech,82,Manual,Benzin,17310,2020,97,16500,16499.0
AA59515,Peugeot,Rifter,1.5 Blue-HDi Standard,102,Manual,Diesel,56970,2019,113,22499,21399.0
BF85427,Ford,Focus,1.5 TDCi,120,Manual,Diesel,101432,2017,105,14499,14499.0
HB08377,Toyota,RAV 4,2.5l Hybrid,197,Automatic,Other,121909,2018,118,23699,22999.0
ST69162,Mercedes-Benz,GLA-Klasse,GLA 200 d,135,Automatic,Diesel,126776,2016,115,23900,21299.0
FT25127,Hyundai,Tucson,1.6,132,Manual,Benzin,72695,2016,147,16660,15899.0
BS03621,Seat,Tarraco,1.5 TSI 110kw 150cv ,150,Automatic,Benzin,14210,2020,138,30999,30999.0
BR82400,Seat,Ibiza,1.2 TSI,90,Manual,Benzin,32192,2016,116,12900,12899.0
TS19011,Volkswagen,Golf VII,1.4 TSI,150,Manual,Benzin,138779,2015,115,16490,16199.0
DR66243,Hyundai,ix20,1.6 CRDi Bluedrive,115,Manual,Diesel,111057,2016,115,10499,10499.0
VS68272,Toyota,C-HR,1.8 Hybrid 125H,122,Automatic,Other,48830,2017,87,21990,20899.0
EV47520,Kia,pro_cee'd,1.6 TGDI,205,Manual,Benzin,30720,2019,155,25990,24899.0
NF89035,Hyundai,i10,1.2,84,Manual,Benzin,16070,2020,108,14990,14999.0
EU70333,Mercedes-Benz,E-Klasse,E 220 CDI,170,Automatic,Diesel,104297,2014,126,22899,22899.0
BW59001,Seat,Tarraco,2.0 TDI SS,150,Manual,Diesel,55748,2019,129,28000,27399.0
SC48624,BMW,X1,sDrive 18i,140,Automatic,Benzin,56059,2017,122,25900,24999.0
MN87674,Hyundai,i20,1.2,85,Manual,Benzin,37678,2018,112,12500,11599.0
AB43713,Seat,Mii,1.0,75,Manual,Benzin,13687,2018,96,10490,9899.0
CJ31191,Renault,Megane,Limited,115,Manual,Benzin,103348,2015,119,10299,10299.0
XU01747,Mazda,3,2.0 Skyactivg,120,Manual,Benzin,30332,2018,119,17799,17799.0
XY63205,Citroen,Berlingo,Multispace 1.6 Blue-HDi,99,Manual,Diesel,58404,2018,113,18249,17899.0
LT98858,Fiat,500,1.2,70,Manual,Benzin,13294,2019,113,12999,11199.0
JG36950,Seat,Leon,2.0 TDI,150,Duplex,Diesel,2210,2021,124,27900,28799.0
ZN88685,Peugeot,208,1.2 e-VTi,82,Manual,Benzin,73527,2016,104,10600,9899.0
KC70651,MINI,Cabrio,Cooper D,115,Automatic,Diesel,40462,2016,104,23490,22499.0
HM10468,Fiat,500X,1.6 E-torQ,110,Manual,Benzin,11109,2018,154,16690,16299.0
NL45650,Ford,Fiesta,1.25 Duratec ,82,Manual,Benzin,80288,2014,120,9290,8399.0
CP01357,Dacia,Sandero II,TCE 66kw 90cv ,90,Manual,Benzin,90902,2017,115,11999,11699.0
HF20369,Toyota,C-HR,1.8 Hybrid,122,Automatic,Other,32478,2017,87,21999,21999.0
TM93359,Volkswagen,Golf VII,2.0 TSI,230,Automatic,Benzin,74289,2018,148,27999,27999.0
PW02529,Renault,Master,Furgon T ,145,Manual,Diesel,91080,2018,222,21900,21999.0
RX86243,Audi,A3,Sportback 1.4 TFSI,122,Automatic,Benzin,64736,2014,116,15999,15999.0
NB45496,Ford,Fiesta,1.5 TDCi,75,Manual,Diesel,98020,2016,94,9499,9099.0
EL55174,Kia,Picanto,1.0 Concept,67,Manual,Benzin,16337,2020,117,11500,11499.0
TW48044,Audi,A1,1.4 TDI,90,Manual,Diesel,53006,2018,103,18800,17999.0
MK57762,Citroen,C4 Grand Picasso,PureTech,130,Manual,Benzin,61294,2016,116,16250,16299.0
WT02265,Volkswagen,Touran,1.6 TDI,110,Manual,Diesel,79082,2016,116,18500,18299.0
KU69205,Seat,Leon,1.6 TDI,110,Automatic,Diesel,90328,2016,101,14500,14499.0
ST34437,Hyundai,i30,1.5 DPI ,110,Manual,Benzin,12047,2021,138,17499,17499.0
WX69434,Volkswagen,Tiguan,2.0 TDI,150,Manual,Diesel,57205,2018,125,30999,30999.0
NH43503,Renault,Clio,1.2 16v 75 ,75,Manual,Benzin,102792,2011,135,6150,6199.0
LM25942,Peugeot,208,1.2 VTi,82,Manual,Benzin,40742,2013,104,8999,8999.0
EN01935,Toyota,Yaris,1.5 Active,110,Manual,Benzin,40930,2019,116,14999,14599.0
RP43761,Toyota,C-HR,2.0 Hybrid,184,Automatic,Other,20245,2020,92,27490,25599.0
DY89181,Nissan,Juke,1.6 DIGT 200,200,Manual,Benzin,77037,2013,159,15299,15099.0
TC69462,Kia,Niro,1.6 GDI PHEV,104,Automatic,Other,5657,2020,86,23000,22999.0
DN20644,Seat,Leon,2.0 TDI,185,Manual,Diesel,32251,2018,118,22590,22599.0
VZ43788,Alfa Romeo,Giulia,2.2 Super,180,Automatic,Diesel,159843,2018,109,19999,19299.0
CN47035,Jaguar,E-Pace,2.0,150,Manual,Diesel,46527,2019,143,33499,33499.0
BR00477,Mazda,MX-5,2.0,160,Manual,Benzin,68566,2017,154,23700,23199.0
VY40123,Renault,Megane,Intens ,100,Manual,Benzin,124763,2017,119,13250,12999.0
BS37710,Opel,Mokka X,1.4 T 103kw 140cv ,140,Manual,Benzin,85667,2018,140,15199,14899.0
WT69126,Volkswagen,Golf VII,2.0 TDI,150,Manual,Diesel,144344,2013,106,14999,14999.0
ZT67757,BMW,1er,120i,185,Manual,Benzin,21425,2017,138,21800,21999.0
BS44184,Peugeot,308,Allure ,130,Manual,Benzin,47237,2019,119,17199,16399.0
TX31878,Nissan,Juke,DIGT 86kw 117cv DCT 7 V,117,Automatic,Benzin,12256,2020,110,22199,22199.0
SL05513,Hyundai,i20,1.2,85,Manual,Benzin,112643,2014,114,7750,7799.0
SL10939,Opel,Mokka,1.7 CDTI,130,Manual,Diesel,136891,2013,120,11399,11399.0
TC86813,Peugeot,208,1.2 PureTech,101,Manual,Benzin,9087,2021,118,19950,17999.0
US85682,Citroen,C4 Cactus,1.6 Blue-HDi,100,Manual,Diesel,87737,2017,95,12990,12999.0
YM53171,Seat,Leon,1.4 TSI,125,Manual,Benzin,60340,2017,120,18000,16699.0
SV84412,Toyota,Auris,1.8 Hybrid,136,Automatic,Other,70873,2018,91,16500,16199.0
UN71838,Fiat,500,1.2 Multi-Jet,70,Manual,Benzin,38659,2015,117,10299,9999.0
SB82560,Citroen,C3,PureTech,82,Manual,Benzin,75175,2018,109,12999,12799.0
JC17804,Citroen,C5 Aircross,PureTech 132kw 180cv ,181,Automatic,Benzin,78186,2019,129,26990,26999.0
SY41440,Toyota,Yaris,1.5 Hybrid,116,Automatic,Other,3240,2022,97,23499,23499.0
JA30694,Citroen,C5 Aircross,PureTech 132kw 180cv EAT8 ,181,Automatic,Benzin,62997,2019,129,26999,26999.0
CB89989,Hyundai,i40,1.7 CRDi,140,Manual,Diesel,144071,2015,114,11999,11999.0
BN60678,Ford,Tourneo,1.0 EcoBoost,100,Manual,Benzin,33647,2018,131,16999,16299.0
